81,2717234.76000029,260182.16309294,124042,J & R Mini Market,JR Mini Market,1838 Harrison St,19124,Healthy Corner Store,40.0161400,-75.0763010
82,2702929.07132852,264189.63110658,120036,Jaquez Family Grocery,$,5134 N 2nd St,19120,Healthy Corner Store,40.0284677,-75.1271299
83,2704320.51231817,270105.04070548,120037,Jaquez Grocery,$,143 West Godfrey Ave,19120,Healthy Corner Store,40.0449500,-75.1215250
84,2690091.93699015,267797.23083057,144018,Jaquez Grocery,Jaquez Grocery,301 E Price St,19144,Healthy Corner Store,40.0397410,-75.1726590
85,2694125.19175948,226356.08540400,148036,Jd Grill & Deli Inc,$,1913 S 10Th St,19148,Healthy Corner Store,39.9255560,-75.1622440
86,2705437.51815123,252833.80082743,134056,Jerrys General,Discount Cigarettes,600 E Allegheny Ave,19134,Healthy Corner Store,39.9970120,-75.1192700
87,2676238.66830431,240496.82029537,139036,Jonalis Grocery,Jonathan Cepeda Grocery,315 N 52nd Street,19139,Healthy Corner Store,39.9657570,-75.2244160
88,2696988.66747317,223482.62141697,148040,Jose Vargas Deli,Richie Deli,2438 S 3Rd St,19148,Healthy Corner Store,39.9171900,-75.1527830
89,2670474.29828559,246936.42605401,151022,Joseph P Giordano Jr,$,6154 Lancaster Ave,19151,Healthy Corner Store,39.9840033,-75.2451247
90,2693497.32530340,274299.30496177,138011,Josue Grocery,Josue Grocery,6672 Cornelius St,19138,Healthy Corner Store,40.0571948,-75.1601748
91,2694946.02351742,229001.69666547,148055,L M Grocery Store,L M Grocery,1309 S 9th St,19148,Healthy Corner Store,39.9327250,-75.1590219
92,2693038.53457929,228260.52636533,147026,La Fortuna,$,1548 S 13th Street,19147,Healthy Corner Store,39.9303173,-75.1664554
93,2701505.57045802,254523.69931627,140064,La Original Grocery,$,212 W Ontario St,19140,Healthy Corner Store,40.0020710,-75.1331210
94,2698369.61536167,245268.71635416,122017,La Sienega Deli Grocery #1,$,601 Cecil B Moore Ave,19122,Healthy Corner Store,39.9772000,-75.1453820
95,2698787.06991642,242732.04005222,123012,Lawrence Bakery Inc.,$,423 W Girard Ave,19123,Healthy Corner Store,39.9703280,-75.1441220
96,2686023.81452819,266784.64636181,144041,Lee's Market,Lee's Market,280 W Washington Ln,19144,Healthy Corner Store,40.0369529,-75.1868840
97,2695467.03824284,223084.55368525,148051,Little Petes Deli,Little Pete's Deli,2600 S 6Th St,19148,Healthy Corner Store,39.9164532,-75.1580070
98,2696309.40346045,225911.70037619,148054,Los Coyotes,Los Volcanos,1924 S 5Th St,19148,Healthy Corner Store,39.9242100,-75.1548810
99,2717504.24525766,260631.91445046,124056,Los Manueles Grocery,$,1829 Wakeling St,19124,Healthy Corner Store,40.0176999,-75.0752361
100,2690043.47174344,269586.08077310,144025,Magnolia Variety Store,$,461 E High St,19144,Healthy Corner Store,40.0450489,-75.1721440
101,2714970.18198823,257568.47017249,124023,Manabao Food Market,$,1900 Church St,19124,Healthy Corner Store,40.0093113,-75.0849033
102,2703157.41086145,243796.28535530,125014,Mandi's Deli,Mandi's Deli & Steak Sho,543 E Thompson St,19125,Healthy Corner Store,39.9729560,-75.1281070
103,2705994.71818156,260366.54640027,120051,Marcela Market,$,4566 D Street,19120,Healthy Corner Store,40.0188450,-75.1166850
104,2717396.19022843,256983.89531464,124061,Margaret Mini Market,$,2300 Margaret Street,19124,Healthy Corner Store,40.0075410,-75.0763730
105,2703401.74622684,254262.77824275,134134,Marlin's Deli,V & V Deli,208 E Ontario St,19134,Healthy Corner Store,40.0010940,-75.1264200
106,2673256.74327557,243771.16465272,131026,Martinez Grocery,Media Geocery,1501 N 57Th St,19131,Healthy Corner Store,39.9750470,-75.2347470
107,2674500.58513070,243373.70942695,131023,Maximino Food Market Inc,Rodriguez #2 Mini Market,5453 Master St,19131,Healthy Corner Store,39.9738840,-75.2310660
108,2691517.99453628,247110.91913521,121039,Mercado Food Market,Mercado Food Market,1859 N Van Pelt St,19121,Healthy Corner Store,39.9831710,-75.1692080
